Classe PEB;Classe PEB principale;Émission C02 kWh/m²/an;Type;Type;Type;Catégorie de logement;Woningcategorie;Housing category;ID Lot;ID Immeuble;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;Coordonnées géographiques
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06559;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07119;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01786;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05241;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
A;A;55;Maison;Huis;House;Moyen;Middenklasse;Middle;07164;0468;RUE DE VERDUN 642;642 VERDUNSTRAAT;1130;Haren;Haren;Haren;Haren;50.8980294, 4.4219185
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01790;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05265;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06986;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01791;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05249;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05863;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02202;0092;RUE DE LA FLECHE 5;5 PIJLSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8589084, 4.3527111
C;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05235;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05842;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02226;0092;RUE DE LA FLECHE 5;5 PIJLSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8589084, 4.3527111
C;C;30;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05217;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05852;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03076;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05248;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06404;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03079;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05237;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06502;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03071;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C+;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05258;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B+;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06500;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;04965;0356;PLACE DU BEGUINAGE 8A;8A BEGIJNHOF;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8525558, 4.3495232
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05278;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B+;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06470;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06193;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
C+;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05219;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06507;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06188;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
C;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05204;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B+;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06467;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06184;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
C;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05218;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06494;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06178;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00307;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06487;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06173;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
C;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00326;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
A;A;4;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06763;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
B;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06671;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
C+;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00393;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
A;A;4;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06762;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
B+;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06672;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
C+;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00412;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
B-;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05460;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05803;0402;HARENBERG 157;157 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930133, 4.4144654
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00390;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
B-;B;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05567;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05802;0402;HARENBERG 157;157 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930133, 4.4144654
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00489;0015;RUE DES HALLES 9;9 HALLENSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8676116, 4.3765686
B-;B;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05563;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05784;0402;HARENBERG 157;157 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930133, 4.4144654
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00999;0048;RUE DES CULTES 7;7 EREDIENSTSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849816, 4.3671251
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05627;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05798;0402;HARENBERG 157;157 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930133, 4.4144654
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01024;0049;RUE DES CULTES 7;7 EREDIENSTSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849816, 4.3671251
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05584;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C+;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05917;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01751;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05855;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C+;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05916;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
A;A;55;Maison;Huis;House;Moyen;Middenklasse;Middle;07165;0468;RUE DE VERDUN 642;642 VERDUNSTRAAT;1130;Haren;Haren;Haren;Haren;50.8980294, 4.4219185
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05844;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C+;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05911;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
B;B;12;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06903;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06420;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C+;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05937;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
B;B;15;Studio;Studio;Studio;Moyen;Middenklasse;Middle;00214;0003;RUE COMTESSE DE FLANDRE 71-73;71-73 GRAVIN VAN VLAANDERENSTRAAT;1020;Laeken;Laken;Laeken;Laken;50.8770278, 4.354694444444444
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06422;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C+;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05944;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
C-;C;26;Studio;Studio;Studio;Moyen;Middenklasse;Middle;01155;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06415;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06261;0423;RUE DU PRE AUX OIES 161-165;161-165 GANZENWEIDESTRAAT;1130;Haren;Haren;Haren;Haren;50.8952421, 4.4169468
C-;C;26;Studio;Studio;Studio;Moyen;Middenklasse;Middle;01152;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06410;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B;B;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06257;0423;RUE DU PRE AUX OIES 161-165;161-165 GANZENWEIDESTRAAT;1130;Haren;Haren;Haren;Haren;50.8952421, 4.4169468
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06835;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06429;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06956;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
B;B;9;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06827;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06426;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C-;C;29;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04483;0325;PLACE DE LA MAISON ROUGE 5;5 ROODHUISPLEIN;1020;Laeken;Laken;Laeken;Laken;50.8738546, 4.353592
B+;B;6;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06824;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06409;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C;C;26;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04492;0326;RUE DE MOLENBEEK 103;103 MOLENBEEKSESTRAAT;1020;Laeken;Laken;Laeken;Laken;50.8920755, 4.3784273
B+;B;7;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06822;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
C+;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02590;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C+;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04517;0327;RUE DE LA BRIQUETERIE 20/22;20/22 STEENBAKKERIJSTRAAT;1020;Laeken;Laken;Laeken;Laken;50.8738727, 4.3518029
B+;B;6;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06826;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B+;B;10;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05992;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
C+;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04515;0327;RUE DE LA BRIQUETERIE 20/22;20/22 STEENBAKKERIJSTRAAT;1020;Laeken;Laken;Laeken;Laken;50.8738727, 4.3518029
C-;C;29;Studio;Studio;Studio;Contrat de quartier;Wijkcontract;Neighbourhood contract;05028;0360;RUE LEOPOLD I 62/74;62/74 LEOPOLD I-STRAAT;1020;Laeken;Laken;Laeken;Laken;50.8786913, 4.3515534
B+;B;12;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05994;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
C;C;26;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05075;0360;RUE LEOPOLD I 62/74;62/74 LEOPOLD I-STRAAT;1020;Laeken;Laken;Laeken;Laken;50.8786913, 4.3515534
C+;C;20;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05927;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
C;C;24;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03637;0130;RUE DE L'HARMONIE 11;11 HARMONIESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8581345, 4.3531481
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05066;0360;RUE LEOPOLD I 62/74;62/74 LEOPOLD I-STRAAT;1020;Laeken;Laken;Laeken;Laken;50.8786913, 4.3515534
C-;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06098;0411;RUE DE VRIERE 29;29 DE VRIERESTRAAT;1020;Laeken;Laken;Laeken;Laken;50.8819326, 4.3517968
C-;C;27;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04782;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
C-;C;29;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05036;0360;RUE LEOPOLD I 62/74;62/74 LEOPOLD I-STRAAT;1020;Laeken;Laken;Laeken;Laken;50.8786913, 4.3515534
A;A;6;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06955;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
C;C;24;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04780;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05052;0360;RUE LEOPOLD I 62/74;62/74 LEOPOLD I-STRAAT;1020;Laeken;Laken;Laeken;Laken;50.8786913, 4.3515534
